"ул. Авачинская, д. 01","ул. Авачинская, д. 02","ул. Авачинская, д. 03","ул. Авачинская, д. 04","ул. Авачинская, д. 05","ул. Авачинская, д. 06","ул. Авачинская, д. 07","ул. Авачинская, д. 08","ул. Авачинская, д. 09","ул. Авачинская, д. 10","ул. Авачинская, д. 11","ул. Авачинская, д. 12","ул. Авачинская, д. 13","ул. Авачинская, д. 14","ул. Авачинская, д. 15","ул. Авачинская, д. 16","ул. Авачинская, д. 17","ул. Авачинская, д. 18","ул. Авачинская, д. 19","ул. Авачинская, д. 20","ул. Авачинская, д. 21","ул. Авачинская, д. 22","ул. Авачинская, д. 23","ул. Авачинская, д. 24","ул. Авачинская, д. 25","ул. Авачинская, д. 26","ул. Авачинская, д. 27","ул. Авачинская, д. 28","ул. Авачинская, д. 29","ул. Авачинская, д. 30","ул. Авачинская, д. 31","ул. Авачинская, д. 32","ул. Авачинская, д. 33","ул. Авачинская, д. 34","ул. Авачинская, д. 35","ул. Авачинская, д. 36","ул. Авачинская, д. 37","ул. Авачинская, д. 38","ул. Авачинская, д. 39","ул. Авачинская, д. 40","ул. Авачинская, д. 41","ул. Авачинская, д. 42","ул. Авачинская, д. 43","ул. Авачинская, д. 44","ул. Авачинская, д. 45","ул. Авачинская, д. 46","ул. Авачинская, д. 47","ул. Авачинская, д. 48","ул. Авачинская, д. 49","ул. Авачинская, д. 50","ул. Авачинская, д. 51","ул. Авачинская, д. 52","ул. Авачинская, д. 53","ул. Авачинская, д. 54","ул. Авачинская, д. 55","ул. Авачинская, д. 56","ул. Авачинская, д. 57","ул. Авачинская, д. 58","ул. Авачинская, д. 59","ул. Авачинская, д. 60","ул. Авачинская, д. 61","ул. Авачинская, д. 62","ул. Авачинская, д. 63","ул. Авачинская, д. 64","ул. Авачинская, д. 65","ул. Авачинская, д. 66","ул. Авачинская, д. 67","ул. Авачинская, д. 68","ул. Авачинская, д. 69","ул. Авачинская, д. 70","ул. Авачинская, д. 71","ул. Авачинская, д. 72","ул. Авачинская, д. 73","ул. Авачинская, д. 74","ул. Авачинская, д. 75","ул. Авачинская, д. 76","ул. Авачинская, д. 77","ул. Авачинская, д. 78","ул. Авачинская, д. 79","ул. Авачинская, д. 80","ул. Авачинская, д. 81","ул. Авачинская, д. 82","ул. Авачинская, д. 83","ул. Авачинская, д. 84","ул. Авачинская, д. 85","ул. Авачинская, д. 86","ул. Авачинская, д. 87","ул. Авачинская, д. 88","ул. Авачинская, д. 89","ул. Авачинская, д. 90","ул. Авачинская, д. 91","ул. Авачинская, д. 92","ул. Авачинская, д. 93","ул. Авачинская, д. 94","ул. Авачинская, д. 95","ул. Авачинская, д. 96","ул. Авачинская, д. 97","ул. Авачинская, д. 98","ул. Авачинская, д. 99","ул. Авачинская, д. 100","ул. Кондратьева, д. 01","ул. Кондратьева, д. 02","ул. Кондратьева, д. 03","ул. Кондратьева, д. 04","ул. Кондратьева, д. 05","ул. Кондратьева, д. 06","ул. Кондратьева, д. 07","ул. Кондратьева, д. 08","ул. Кондратьева, д. 09","ул. Кондратьева, д. 10","ул. Кондратьева, д. 11","ул. Кондратьева, д. 12","ул. Кондратьева, д. 13","ул. Кондратьева, д. 14","ул. Кондратьева, д. 15","ул. Кондратьева, д. 16","ул. Кондратьева, д. 17","ул. Кондратьева, д. 18","ул. Кондратьева, д. 19","ул. Кондратьева, д. 20","ул. Кондратьева, д. 21","ул. Кондратьева, д. 22","ул. Кондратьева, д. 23","ул. Кондратьева, д. 24","ул. Кондратьева, д. 25","ул. Кондратьева, д. 26","ул. Кондратьева, д. 27","ул. Кондратьева, д. 28","ул. Кондратьева, д. 29","ул. Кондратьева, д. 30","ул. Кондратьева, д. 31","ул. Кондратьева, д. 32","ул. Кондратьева, д. 33","ул. Кондратьева, д. 34","ул. Кондратьева, д. 35","ул. Кондратьева, д. 36","ул. Кондратьева, д. 37","ул. Кондратьева, д. 38","ул. Кондратьева, д. 39","ул. Кондратьева, д. 40","ул. Кондратьева, д. 41","ул. Кондратьева, д. 42","ул. Кондратьева, д. 43","ул. Кондратьева, д. 44","ул. Кондратьева, д. 45","ул. Кондратьева, д. 46","ул. Кондратьева, д. 47","ул. Кондратьева, д. 48","ул. Кондратьева, д. 49","ул. Кондратьева, д. 50","ул. Кондратьева, д. 51","ул. Кондратьева, д. 52","ул. Кондратьева, д. 53","ул. Кондратьева, д. 54","ул. Кондратьева, д. 55","ул. Кондратьева, д. 56","ул. Кондратьева, д. 57","ул. Кондратьева, д. 58","ул. Кондратьева, д. 59","ул. Кондратьева, д. 60","ул. Кондратьева, д. 61","ул. Кондратьева, д. 62","ул. Кондратьева, д. 63","ул. Кондратьева, д. 64","ул. Кондратьева, д. 65","ул. Кондратьева, д. 66","ул. Кондратьева, д. 67","ул. Кондратьева, д. 68","ул. Кондратьева, д. 69","ул. Кондратьева, д. 70","ул. Кондратьева, д. 71","ул. Кондратьева, д. 72","ул. Кондратьева, д. 73","ул. Кондратьева, д. 74","ул. Кондратьева, д. 75","ул. Кондратьева, д. 76","ул. Кондратьева, д. 77","ул. Кондратьева, д. 78","ул. Кондратьева, д. 79","ул. Кондратьева, д. 80","ул. Кондратьева, д. 81","ул. Кондратьева, д. 82","ул. Кондратьева, д. 83","ул. Кондратьева, д. 84","ул. Кондратьева, д. 85","ул. Кондратьева, д. 86","ул. Кондратьева, д. 87","ул. Кондратьева, д. 88","ул. Кондратьева, д. 89","ул. Кондратьева, д. 90","ул. Кондратьева, д. 91","ул. Кондратьева, д. 92","ул. Кондратьева, д. 93","ул. Кондратьева, д. 94","ул. Кондратьева, д. 95","ул. Кондратьева, д. 96","ул. Кондратьева, д. 97","ул. Кондратьева, д. 98","ул. Кондратьева, д. 99","ул. Кондратьева, д. 100","ул. Причудная, д. 01","ул. Причудная, д. 02","ул. Причудная, д. 03","ул. Причудная, д. 04","ул. Причудная, д. 05","ул. Причудная, д. 06","ул. Причудная, д. 07","ул. Причудная, д. 08","ул. Причудная, д. 09","ул. Причудная, д. 10","ул. Причудная, д. 11","ул. Причудная, д. 12","ул. Причудная, д. 13","ул. Причудная, д. 14","ул. Причудная, д. 15","ул. Причудная, д. 16","ул. Причудная, д. 17","ул. Причудная, д. 18","ул. Причудная, д. 19","ул. Причудная, д. 20","ул. Причудная, д. 21","ул. Причудная, д. 22","ул. Причудная, д. 23","ул. Причудная, д. 24","ул. Причудная, д. 25","ул. Причудная, д. 26","ул. Причудная, д. 27","ул. Причудная, д. 28","ул. Причудная, д. 29","ул. Причудная, д. 30","ул. Причудная, д. 31","ул. Причудная, д. 32","ул. Причудная, д. 33","ул. Причудная, д. 34","ул. Причудная, д. 35","ул. Причудная, д. 36","ул. Причудная, д. 37","ул. Причудная, д. 38","ул. Причудная, д. 39","ул. Причудная, д. 40","ул. Причудная, д. 41","ул. Причудная, д. 42","ул. Причудная, д. 43","ул. Причудная, д. 44","ул. Причудная, д. 45","ул. Причудная, д. 46","ул. Причудная, д. 47","ул. Причудная, д. 48","ул. Причудная, д. 49","ул. Причудная, д. 50","ул. Причудная, д. 51","ул. Причудная, д. 52","ул. Причудная, д. 53","ул. Причудная, д. 54","ул. Причудная, д. 55","ул. Причудная, д. 56","ул. Причудная, д. 57","ул. Причудная, д. 58","ул. Причудная, д. 59","ул. Причудная, д. 60","ул. Причудная, д. 61","ул. Причудная, д. 62","ул. Причудная, д. 63","ул. Причудная, д. 64","ул. Причудная, д. 65","ул. Причудная, д. 66","ул. Причудная, д. 67","ул. Причудная, д. 68","ул. Причудная, д. 69","ул. Причудная, д. 70","ул. Причудная, д. 71","ул. Причудная, д. 72","ул. Причудная, д. 73","ул. Причудная, д. 74","ул. Причудная, д. 75","ул. Причудная, д. 76","ул. Причудная, д. 77","ул. Причудная, д. 78","ул. Причудная, д. 79","ул. Причудная, д. 80","ул. Причудная, д. 81","ул. Причудная, д. 82","ул. Причудная, д. 83","ул. Причудная, д. 84","ул. Причудная, д. 85","ул. Причудная, д. 86","ул. Причудная, д. 87","ул. Причудная, д. 88","ул. Причудная, д. 89","ул. Причудная, д. 90","ул. Причудная, д. 91","ул. Причудная, д. 92","ул. Причудная, д. 93","ул. Причудная, д. 94","ул. Причудная, д. 95","ул. Причудная, д. 96","ул. Причудная, д. 97","ул. Причудная, д. 98","ул. Причудная, д. 99","ул. Причудная, д. 100"
1499,1481,1438,1412,1371,1342,1334,1303,1263,1222,1185,1168,1138,1104,1081,1055,1013,1004,965,916,909,884,852,798,788,750,726,683,667,629,597,582,535,507,487,448,435,391,354,315,313,278,252,219,180,148,116,86,72,32,0,41,60,78,135,139,191,216,233,280,301,320,349,386,405,440,484,505,532,561,615,628,658,690,716,753,782,818,838,869,909,932,971,999,1009,1035,1067,1110,1150,1164,1208,1236,1263,1287,1325,1364,1367,1423,1444,1459,1494,1539,1565,1596,1619,1663,1694,1712,1732,1782,1812,1815,1852,1902,1931,1940,1971,1998,2035,2065,2092,2119,2145,2177,2235,2260,2294,2314,2336,2377,2415,2429,2445,2501,2522,2549,2595,2600,2651,2681,2685,2719,2753,2802,2820,2839,2883,2898,2954,2972,3014,3040,3060,3077,3129,3146,3187,3212,3230,3266,3302,3327,3372,3395,3430,3438,3494,3502,3539,3575,3596,3625,3653,3705,3724,3751,3779,3823,3845,3863,3906,3920,3953,4000,4008,4047,4090,4112,4133,4169,4201,4219,4254,4287,4326,4353,4386,4407,4445,4481,4487,4525,4555,4590,4626,4653,4668,4725,4735,4781,4801,4831,4857,4895,4923,4937,4974,5020,5043,5056,5087,5138,5155,5196,5215,5256,5283,5310,5347,5361,5400,5435,5465,5503,5506,5547,5571,5600,5648,5675,5689,5743,5768,5801,5807,5848,5891,5898,5954,5963,6004,6044,6056,6096,6106,6138,6189,6197,6253,6271,6286,6317,6373,6389,6423,6439,6480,6519,6534,6575,6610,6640,6670,6683,6726,6753,6771,6798,6838,6878,6897,6923,6953,7000,7022,7054,7068,7107,7129,7162,7212,7233,7250,7294,7309,7336,7370,7404,7435,7458
1521,1498,1463,1430,1400,1391,1363,1329,1286,1254,1230,1196,1174,1130,1119,1079,1042,1018,991,975,943,910,855,847,824,777,738,716,675,664,626,599,563,531,517,489,442,433,395,358,330,292,266,248,224,185,148,116,79,48,41,0,38,68,80,121,139,172,198,253,266,288,321,375,390,419,443,473,500,534,571,613,619,652,688,709,763,777,810,838,880,899,923,958,999,1027,1044,1066,1113,1143,1166,1194,1219,1256,1282,1334,1351,1386,1420,1443,1469,1505,1527,1545,1591,1616,1658,1685,1701,1741,1782,1814,1845,1862,1901,1933,1936,1975,2009,2045,2083,2100,2130,2147,2199,2205,2235,2282,2306,2355,2371,2407,2423,2445,2479,2521,2544,2568,2613,2640,2672,2691,2725,2756,2788,2822,2859,2871,2895,2954,2965,3008,3021,3057,3089,3125,3161,3165,3218,3250,3281,3304,3340,3350,3386,3409,3457,3479,3517,3548,3555,3603,3631,3667,3685,3731,3756,3773,3797,3854,3872,3906,3943,3947,4000,4028,4051,4090,4103,4141,4185,4201,4239,4246,4282,4335,4361,4386,4416,4436,4462,4511,4527,4556,4600,4609,4658,4688,4704,4732,4769,4807,4839,4872,4897,4922,4945,4982,5014,5038,5065,5114,5131,5155,5187,5233,5256,5295,5311,5334,5358,5411,5424,5455,5476,5509,5539,5580,5611,5641,5684,5695,5716,5757,5802,5812,5852,5894,5905,5929,5955,6006,6031,6068,6095,6134,6148,6184,6201,6253,6280,6289,6326,6357,6397,6431,6443,6491,6519,6525,6585,6605,6639,6668,6691,6733,6741,6778,6813,6836,6871,6887,6934,6969,6997,7010,7042,7071,7108,7149,7175,7195,7244,7257,7275,7327,7364,7367,7421,7434
1562,1539,1488,1461,1435,1405,1369,1335,1305,1298,1252,1217,1191,1171,1128,1123,1071,1057,1013,987,961,929,895,857,841,817,770,756,708,683,648,625,593,563,548,506,473,465,432,385,359,327,300,265,250,220,195,150,135,99,60,38,0,18,58,98,120,138,191,202,230,261,306,325,371,399,411,441,472,525,539,573,603,637,668,691,713,755,779,796,835,862,912,936,965,987,1024,1038,1086,1104,1146,1176,1195,1231,1253,1289,1332,1363,1370,1422,1436,1466,1498,1521,1574,1599,1610,1643,1683,1698,1725,1784,1809,1821,1859,1895,1914,1951,1966,2019,2034,2075,2104,2142,2160,2184,2224,2260,2279,2307,2332,2370,2408,2436,2457,2503,2531,2559,2566,2613,2633,2681,2706,2717,2755,2791,2827,2843,2873,2910,2926,2968,2985,3028,3057,3091,3113,3141,3190,3222,3247,3276,3288,3316,3365,3379,3409,3440,3493,3509,3529,3572,3592,3642,3670,3691,3733,3743,3793,3824,3825,3869,3914,3916,3950,3976,4020,4055,4072,4096,4136,4182,4191,4242,4273,4295,4329,4364,4384,4402,4451,4483,4489,4516,4575,4593,4617,4664,4688,4700,4734,4755,4792,4816,4851,4893,4933,4941,4969,5015,5052,5079,5110,5143,5145,5193,5206,5264,5285,5322,5327,5355,5398,5418,5445,5492,5516,5561,5578,5611,5627,5660,5711,5715,5773,5776,5828,5865,5883,5905,5952,5967,6007,6035,6046,6085,6134,6138,6178,6215,6228,6277,6285,6324,6360,6398,6423,6456,6472,6505,6554,6575,6606,6626,6653,6704,6735,6748,6767,6818,6836,6872,6903,6930,6957,6980,7025,7058,7080,7099,7129,7171,7199,7215,7251,7296,7313,7354,7385,7415
1588,1550,1537,1487,1470,1435,1417,1376,1354,1311,1285,1271,1216,1213,1158,1153,1104,1084,1043,1022,1001,946,918,906,869,855,815,771,765,706,697,670,641,602,563,529,511,467,461,410,387,356,319,308,268,252,224,178,152,134,78,68,18,0,32,55,99,118,162,176,204,233,255,297,329,358,404,429,460,481,508,537,582,590,634,666,687,713,764,787,809,834,868,887,930,958,995,1035,1051,1093,1104,1129,1184,1201,1217,1247,1305,1330,1360,1369,1421,1432,1478,1511,1530,1556,1604,1625,1650,1667,1700,1725,1755,1801,1845,1867,1905,1921,1949,1990,2011,2042,2061,2113,2121,2166,2184,2233,2264,2268,2302,2355,2379,2396,2434,2451,2504,2511,2544,2594,2620,2645,2655,2703,2730,2756,2794,2810,2859,2873,2921,2940,2957,3012,3025,3071,3104,3124,3152,3168,3207,3228,3271,3306,3337,3357,3393,3426,3442,3481,3503,3554,3573,3594,3640,3671,3676,3716,3751,3765,3805,3826,3882,3909,3941,3974,4003,4032,4037,4093,4104,4135,4172,4193,4240,4269,4301,4332,4363,4382,4398,4427,4465,4497,4521,4574,4597,4609,4659,4692,4696,4737,4772,4799,4822,4857,4896,4905,4937,4987,5010,5045,5072,5103,5137,5149,5201,5207,5259,5268,5315,5355,5365,5394,5435,5459,5490,5535,5564,5594,5621,5640,5666,5701,5734,5745,5792,5834,5859,5881,5904,5933,5959,6013,6026,6060,6084,6132,6141,6188,6211,6229,6273,6311,6325,6354,6375,6419,6460,6493,6500,6529,6558,6586,6640,6675,6689,6732,6755,6783,6795,6850,6875,6907,6933,6946,6994,7017,7057,7086,7115,7127,7169,7206,7240,7265,7279,7306,7341,7365
1631,1598,1571,1521,1507,1456,1427,1416,1395,1335,1310,1287,1246,1227,1198,1164,1139,1125,1082,1044,1019,975,952,944,894,885,847,802,794,751,731,704,651,636,592,555,542,525,466,439,409,390,363,323,312,266,232,204,167,161,135,80,58,32,0,43,56,87,124,152,174,198,254,260,312,340,369,379,421,449,492,507,527,561,587,640,649,679,732,752,769,810,827,862,888,926,952,998,1007,1045,1090,1102,1138,1156,1208,1220,1255,1280,1334,1339,1391,1421,1444,1484,1485,1527,1556,1584,1629,1641,1669,1723,1731,1764,1797,1817,1871,1892,1915,1964,1980,1999,2025,2076,2104,2120,2174,2192,2218,2249,2290,2298,2336,2362,2389,2416,2446,2488,2515,2540,2581,2599,2626,2680,2689,2743,2765,2776,2834,2842,2894,2909,2944,2977,3006,3034,3057,3093,3107,3150,3177,3208,3233,3275,3290,3327,3350,3390,3415,3459,3467,3508,3530,3560,3586,3640,3651,3695,3714,3748,3782,3808,3833,3879,3900,3930,3970,3982,4027,4049,4083,4104,4136,4158,4187,4238,4263,4277,4313,4337,4378,4411,4444,4475,4488,4530,4555,4600,4621,4643,4694,4700,4749,4779,4789,4823,4865,4889,4916,4940,4966,5004,5025,5082,5088,5126,5151,5183,5234,5244,5277,5311,5334,5376,5415,5443,5459,5504,5527,5553,5569,5607,5628,5666,5702,5744,5774,5783,5827,5861,5883,5915,5937,5979,5990,6045,6058,6100,6133,6142,6185,6225,6254,6268,6286,6318,6357,6392,6419,6454,6494,6512,6529,6568,6602,6627,6656,6681,6735,6744,6781,6818,6825,6881,6908,6931,6974,6985,7027,7049,7065,7099,7147,7156,7208,7229,7265,7287,7312,7343
1643,1610,1598,1555,1530,1499,1464,1442,1402,1393,1350,1308,1299,1256,1217,1206,1172,1128,1102,1065,1054,1009,998,971,941,892,878,838,795,791,738,708,702,661,615,590,580,532,507,493,448,432,388,373,336,295,284,251,202,177,139,121,98,55,43,0,22,65,100,110,154,176,195,255,268,293,326,358,392,429,449,481,504,526,583,605,623,659,689,706,736,767,810,835,855,899,931,967,987,1029,1054,1071,1111,1153,1162,1213,1220,1271,1281,1320,1346,1390,1417,1432,1464,1512,1518,1557,1599,1625,1656,1686,1712,1737,1766,1796,1819,1874,1875,1930,1955,1995,2017,2048,2062,2088,2135,2147,2200,2217,2264,2287,2302,2330,2379,2415,2415,2461,2504,2527,2556,2590,2602,2630,2676,2711,2729,2771,2781,2833,2839,2880,2908,2947,2962,3003,3033,3052,3088,3105,3151,3175,3210,3240,3259,3302,3331,3371,3397,3408,3463,3477,3498,3531,3571,3596,3628,3654,3697,3726,3744,3792,3811,3833,3884,3907,3920,3973,3984,4012,4052,4066,4107,4130,4170,4199,4229,4273,4284,4310,4354,4367,4407,4452,4485,4498,4539,4572,4581,4619,4652,4689,4707,4750,4755,4790,4833,4852,4878,4923,4942,4970,5019,5050,5060,5095,5126,5158,5198,5214,5241,5281,5316,5326,5371,5406,5431,5461,5499,5532,5542,5566,5595,5655,5665,5711,5737,5771,5775,5817,5851,5880,5924,5939,5971,6008,6030,6065,6096,6124,6136,6173,6216,6233,6258,6292,6331,6345,6380,6428,6442,6481,6517,6534,6571,6598,6615,6647,6675,6729,6736,6772,6823,6838,6872,6892,6921,6950,6983,7010,7039,7093,7104,7126,7171,7196,7228,7265,7294,7324
1690,1642,1612,1602,1567,1533,1506,1477,1436,1418,1391,1359,1315,1275,1246,1236,1190,1162,1136,1112,1089,1055,1018,999,958,933,908,873,853,824,775,745,722,687,674,618,615,571,534,522,477,455,409,379,371,343,307,256,251,208,191,139,120,99,56,22,0,27,53,90,107,140,178,209,242,273,314,339,358,386,407,443,465,521,551,568,599,619,653,696,705,758,794,823,848,884,906,926,957,993,1016,1065,1095,1104,1128,1161,1187,1217,1250,1290,1323,1364,1369,1424,1427,1465,1504,1540,1557,1598,1624,1654,1692,1725,1745,1755,1810,1844,1847,1882,1933,1961,1986,1999,2029,2072,2094,2142,2174,2195,2216,2262,2279,2304,2327,2361,2395,2438,2445,2479,2509,2540,2565,2620,2651,2666,2707,2730,2757,2794,2828,2860,2867,2906,2945,2983,2985,3016,3070,3079,3126,3145,3192,3225,3243,3283,3310,3337,3371,3379,3408,3456,3466,3518,3549,3576,3593,3636,3662,3701,3726,3761,3779,3808,3844,3882,3895,3936,3945,3977,4006,4060,4071,4123,4143,4183,4201,4215,4262,4295,4305,4364,4390,4408,4426,4471,4497,4525,4563,4576,4618,4655,4671,4718,4726,4784,4804,4842,4850,4877,4930,4950,4968,5020,5051,5077,5097,5136,5168,5204,5234,5240,5292,5300,5331,5357,5385,5425,5467,5504,5533,5549,5581,5606,5635,5680,5701,5727,5746,5784,5815,5863,5887,5904,5926,5964,6004,6017,6055,6086,6123,6152,6189,6221,6242,6279,6309,6320,6357,6385,6428,6447,6471,6502,6546,6570,6607,6627,6650,6683,6714,6751,6776,6802,6854,6864,6887,6928,6963,6990,7008,7057,7068,7122,7143,7178,7213,7230,7262,7282
1715,1694,1635,1613,1581,1558,1540,1507,1472,1426,1396,1376,1359,1305,1302,1249,1238,1200,1165,1155,1115,1083,1043,1021,988,959,941,885,877,845,811,785,759,718,695,646,643,604,558,553,515,480,445,407,400,357,332,286,262,237,216,172,138,118,87,65,27,0,34,58,86,109,138,172,216,251,280,307,320,353,402,422,465,477,517,533,563,612,624,671,698,707,735,766,819,842,870,912,918,951,989,1011,1051,1081,1122,1139,1184,1208,1224,1265,1305,1309,1339,1382,1395,1428,1478,1505,1524,1560,1600,1611,1644,1670,1706,1744,1778,1789,1831,1851,1891,1925,1950,1981,2022,2034,2080,2085,2128,2155,2175,2225,2256,2284,2298,2330,2384,2385,2422,2458,2490,2513,2536,2581,2611,2647,2669,2686,2738,2772,2804,2835,2859,2882,2898,2937,2983,3003,3044,3056,3104,3128,3162,3188,3205,3242,3271,3295,3342,3352,3399,3424,3438,3488,3517,3540,3584,3603,3642,3657,3693,3712,3736,3772,3795,3848,3856,3901,3930,3971,3999,4034,4037,4090,4124,4145,4164,4186,4225,4265,4287,4329,4351,4379,4404,4450,4460,4506,4534,4565,4590,4612,4656,4693,4720,4729,4757,4813,4842,4861,4900,4911,4944,4989,5021,5030,5081,5085,5145,5148,5198,5225,5265,5279,5312,5340,5383,5385,5438,5447,5491,5522,5536,5582,5607,5652,5668,5701,5745,5771,5795,5814,5836,5886,5909,5951,5976,5990,6037,6047,6089,6125,6158,6184,6224,6231,6255,6303,6326,6362,6399,6426,6442,6490,6509,6552,6581,6607,6644,6672,6695,6717,6743,6775,6807,6828,6873,6892,6933,6963,6999,7032,7060,7087,7119,7152,7182,7212,7240,7258
1734,1704,1676,1642,1614,1581,1563,1528,1488,1458,1442,1402,1385,1348,1319,1295,1258,1221,1206,1162,1148,1096,1089,1057,1020,997,962,935,887,859,848,824,780,748,710,705,668,643,600,561,525,513,488,445,408,376,354,342,294,267,233,198,191,162,124,100,53,34,0,39,50,97,112,136,171,207,245,278,305,330,350,377,429,437,469,505,525,584,605,624,675,705,714,740,781,805,848,855,885,929,947,997,1034,1047,1072,1105,1126,1183,1200,1225,1255,1288,1306,1339,1385,1416,1437,1472,1487,1515,1556,1585,1619,1645,1674,1723,1734,1769,1800,1816,1849,1901,1909,1964,1993,2018,2053,2074,2090,2122,2165,2181,2230,2244,2280,2303,2333,2381,2412,2424,2447,2500,2511,2553,2567,2614,2643,2656,2689,2720,2752,2804,2834,2836,2894,2917,2952,2971,3012,3030,3057,3087,3113,3144,3172,3221,3233,3279,3300,3319,3374,3378,3409,3458,3490,3502,3539,3583,3599,3624,3654,3700,3716,3762,3794,3802,3839,3860,3889,3929,3955,3991,4021,4054,4093,4098,4135,4182,4195,4230,4266,4277,4312,4358,4379,4411,4432,4477,4511,4526,4547,4603,4620,4659,4694,4716,4727,4755,4787,4832,4850,4890,4914,4960,4967,5025,5054,5077,5105,5130,5149,5183,5212,5261,5286,5296,5339,5376,5393,5435,5455,5479,5507,5565,5581,5600,5651,5657,5714,5745,5763,5799,5831,5852,5889,5924,5947,5970,6007,6042,6059,6084,6134,6149,6190,6222,6241,6280,6286,6339,6350,6377,6409,6446,6470,6518,6539,6573,6598,6625,6660,6697,6732,6754,6791,6799,6830,6855,6902,6941,6946,6983,7008,7062,7087,7122,7147,7180,7211,7221
1780,1750,1714,1676,1664,1628,1600,1572,1542,1486,1465,1434,1417,1387,1359,1320,1298,1267,1238,1194,1166,1127,1103,1095,1045,1035,996,950,928,903,873,853,811,790,750,708,694,669,633,612,582,539,516,490,451,423,400,355,330,313,280,253,202,176,152,110,90,58,39,0,41,69,102,132,150,176,201,233,265,311,326,347,379,410,449,489,512,553,580,601,621,669,701,720,758,785,806,855,871,902,939,953,1000,1032,1035,1072,1124,1132,1181,1189,1234,1271,1277,1305,1346,1395,1403,1439,1467,1485,1544,1545,1588,1625,1640,1676,1698,1744,1764,1792,1837,1872,1883,1920,1950,1977,2016,2049,2083,2098,2138,2146,2186,2227,2254,2289,2320,2328,2383,2391,2435,2466,2475,2520,2564,2565,2601,2643,2675,2700,2734,2748,2802,2809,2857,2873,2910,2927,2966,3014,3040,3059,3097,3114,3157,3174,3202,3235,3273,3286,3322,3353,3404,3412,3436,3483,3501,3553,3569,3602,3631,3664,3705,3711,3765,3778,3816,3832,3869,3893,3926,3961,3986,4029,4048,4085,4099,4154,4161,4201,4243,4269,4282,4320,4348,4384,4407,4432,4483,4512,4521,4565,4595,4612,4647,4687,4723,4754,4776,4799,4822,4846,4899,4935,4962,4981,5007,5025,5059,5098,5136,5169,5204,5222,5246,5295,5303,5343,5382,5390,5439,5445,5477,5512,5554,5584,5595,5636,5671,5700,5719,5752,5782,5814,5859,5879,5915,5943,5961,6001,6025,6066,6086,6117,6139,6166,6205,6244,6273,6304,6323,6355,6383,6427,6451,6494,6508,6539,6579,6614,6617,6651,6686,6707,6754,6768,6825,6826,6867,6911,6919,6973,6977,7032,7046,7080,7104,7153,7177,7204
1801,1758,1733,1697,1678,1638,1632,1588,1567,1521,1494,1481,1446,1420,1371,1354,1306,1295,1272,1228,1201,1178,1132,1107,1087,1060,1007,980,964,934,893,885,827,802,784,749,732,680,662,627,596,569,550,514,467,444,428,394,374,323,301,266,230,204,174,154,107,86,50,41,0,44,49,77,119,151,188,225,236,262,313,316,365,386,414,463,488,517,537,584,611,619,649,702,716,751,773,821,850,864,897,936,953,984,1021,1053,1079,1111,1140,1164,1212,1240,1266,1283,1314,1335,1389,1425,1452,1459,1504,1531,1557,1602,1615,1650,1671,1718,1725,1769,1803,1823,1867,1894,1929,1944,1971,2019,2053,2074,2097,2118,2163,2205,2234,2237,2276,2322,2333,2376,2392,2435,2460,2478,2516,2557,2589,2601,2653,2675,2691,2722,2767,2784,2826,2854,2871,2914,2945,2980,3001,3016,3063,3098,3112,3162,3191,3205,3246,3271,3313,3321,3355,3382,3409,3461,3467,3519,3534,3571,3609,3643,3657,3685,3729,3742,3783,3795,3836,3857,3898,3933,3969,3983,4008,4040,4084,4106,4126,4155,4190,4218,4260,4289,4324,4361,4384,4400,4444,4477,4502,4535,4568,4581,4617,4648,4672,4718,4753,4783,4797,4826,4867,4900,4931,4950,4992,5007,5045,5059,5087,5118,5148,5197,5210,5256,5272,5311,5350,5356,5401,5439,5459,5491,5522,5553,5572,5606,5646,5671,5698,5723,5773,5790,5813,5845,5869,5901,5948,5980,5987,6040,6073,6105,6119,6152,6175,6221,6237,6262,6307,6345,6358,6405,6407,6461,6465,6506,6535,6581,6588,6635,6661,6692,6735,6759,6780,6821,6851,6867,6914,6935,6971,6976,7008,7047,7065,7109,7141,7177
